Token,Language,Anglicism,POS,NE,Lemma
le,Spn,no,PRON,O,le
cuesta,Spn,no,VERB,O,costar
soportar,Spn,no,VERB,O,soportar
la,Spn,no,DET,O,lo
presión,Spn,no,NOUN,O,presión
”,PUNCT,no,PUNCT,O,”
",",PUNCT,no,PUNCT,O,","
dicen,Spn,no,VERB,O,decir
diversas,Spn,no,DET,O,diverso
fuentes,Spn,no,NOUN,O,fuente
a,Spn,no,ADP,O,a
Clarín,Spn,no,PROPN,B,Clarín
cuando,Spn,no,SCONJ,O,cuando
se,Spn,no,PRON,O,se
pregunta,Spn,no,VERB,O,preguntar
por,Spn,no,ADP,O,por
el,Spn,no,DET,O,el
domicilio,Spn,no,NOUN,O,domiciliar
del,Spn,no,ADP,O,del
hijo,Spn,no,NOUN,O,hijo
presidencial,Spn,no,ADJ,O,presidencial
.,PUNCT,no,PUNCT,O,.
Máximo,Spn,no,PROPN,B,Máximo
vive,Spn,no,VERB,O,vivir
con,Spn,no,ADP,O,con
su,Spn,no,DET,O,su
novia,Spn,no,NOUN,O,novio
",",PUNCT,no,PUNCT,O,","
María,Spn,no,PROPN,B,María
Rocío,Spn,no,PROPN,I,Rocío
García,Spn,no,PROPN,I,García
",",PUNCT,no,PUNCT,O,","
un,Spn,no,DET,O,uno
año,Spn,no,NOUN,O,año
mayor,Spn,no,ADJ,O,mayor
",",PUNCT,no,PUNCT,O,","
en,Spn,no,ADP,O,en
la,Spn,no,DET,O,lo
casa,Spn,no,NOUN,O,casar
que,Spn,no,PRON,O,que
fuera,Spn,no,AUX,O,ser
de,Spn,no,ADP,O,de
sus,Spn,no,DET,O,su
padres,Spn,no,NOUN,O,padre
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
barrio,Spn,no,NOUN,O,barrio
APAP,Spn,no,PROPN,B,APAP
de,Spn,no,ADP,I,de
Río,Spn,no,PROPN,I,Río
Gallegos,Spn,no,PROPN,I,Gallegos
sobre,Spn,no,ADP,O,sobrar
la,Spn,no,DET,O,lo
calle,Spn,no,NOUN,O,callar
Cañadón,Spn,no,PROPN,B,Cañadón
Seco,Spn,no,PROPN,I,Seco
",",PUNCT,no,PUNCT,O,","
la,Spn,no,DET,O,lo
misma,Spn,no,DET,O,mismo
casa,Spn,no,NOUN,O,casar
de,Spn,no,ADP,O,de
200,NUM,no,NUM,O,200
metros,Spn,no,NOUN,O,metro
cuadrados,Spn,no,ADJ,O,cuadrar
en,Spn,no,ADP,O,en
la,Spn,no,DET,O,lo
que,Spn,no,PRON,O,que
vivió,Spn,no,VERB,O,vivir
con,Spn,no,ADP,O,con
su,Spn,no,DET,O,su
novia,Spn,no,NOUN,O,novio
anterior,Spn,no,ADJ,O,anterior
",",PUNCT,no,PUNCT,O,","
Tamara,Spn,no,PROPN,B,Tamara
Mori,Spn,no,PROPN,I,Mori
.,PUNCT,no,PUNCT,O,.
Circula,Spn,no,PROPN,B,Circula
por,Spn,no,ADP,O,por
la,Spn,no,DET,O,lo
ciudad,Spn,no,NOUN,O,ciudad
en,Spn,no,ADP,O,en
un,Spn,no,DET,O,uno
Honda,Spn,no,PROPN,B,Honda
CRV,Spn,no,PROPN,I,CRV
color,Spn,no,NOUN,O,color
gris,Spn,no,ADJ,O,gris
",",PUNCT,no,PUNCT,O,","
seguido,Spn,no,ADJ,O,seguir
siempre,Spn,no,ADV,O,siempre
por,Spn,no,ADP,O,por
una,Spn,no,DET,O,uno
custodia,Spn,no,NOUN,O,custodio
.,PUNCT,no,PUNCT,O,.
“,PUNCT,no,PUNCT,B,“
Siempre,Spn,no,ADV,I,Siempre
fue,Spn,no,AUX,O,ser
un,Spn,no,DET,O,uno
pibe,Spn,no,VERB,O,pibe
muy,Spn,no,ADV,O,muy
reservado,Spn,no,ADJ,O,reservar
",",PUNCT,no,PUNCT,O,","
acá,Spn,no,ADV,O,acá
casi,Spn,no,ADV,O,casi
no,Spn,no,ADV,O,no
se,Spn,no,PRON,O,se
lo,Spn,no,PRON,O,el
ve,Spn,no,VERB,O,ver
”,PUNCT,no,PUNCT,O,”
",",PUNCT,no,PUNCT,O,","
relató,Spn,no,VERB,O,relatar
a,Spn,no,ADP,O,a
Clarín,Spn,no,PROPN,B,Clarín
una,Spn,no,DET,O,uno
periodista,Spn,no,NOUN,O,periodista
de,Spn,no,ADP,O,de
Gallegos,Spn,no,PROPN,B,Gallegos
",",PUNCT,no,PUNCT,O,","
“,PUNCT,no,PUNCT,O,“
siempre,Spn,no,ADV,O,siempre
se,Spn,no,PRON,O,se
movió,Spn,no,VERB,O,mover
con,Spn,no,ADP,O,con
el,Spn,no,DET,O,el
mismo,Spn,no,DET,O,mismo
círculo,Spn,no,NOUN,O,círculo
de,Spn,no,ADP,O,de
amigos,Spn,no,NOUN,O,amigo
.,PUNCT,no,PUNCT,O,.
En,Spn,no,ADP,O,En
la,Spn,no,DET,O,lo
secundaria,Spn,no,NOUN,O,secundario
eran,Spn,no,AUX,O,ser
cinco,Spn,no,NUM,O,cincar
y,Spn,no,CONJ,O,y
se,Spn,no,PRON,O,se
denominaban,Spn,no,VERB,O,denominar
‘,PUNCT,no,ADP,O,‘
la,Spn,no,DET,O,lo
esquina,Spn,no,NOUN,O,esquinar
’,PUNCT,no,PUNCT,O,’
porque,Spn,no,SCONJ,O,porque
siempre,Spn,no,ADV,O,siempre
se,Spn,no,PRON,O,se
sentaban,Spn,no,VERB,O,sentar
en,Spn,no,ADP,O,en
la,Spn,no,DET,O,lo
misma,Spn,no,DET,O,mismo
esquina,Spn,no,NOUN,O,esquinar
a,Spn,no,ADP,O,a
pasar,Spn,no,VERB,O,pasar
el,Spn,no,DET,O,el
tiempo,Spn,no,NOUN,O,tiempo
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
caso,Spn,no,NOUN,I,casar
de,Spn,no,ADP,I,de
su,Spn,no,DET,I,su
hermana,Spn,no,NOUN,I,hermano
",",PUNCT,no,PUNCT,O,","
Florencia,Spn,no,PROPN,B,Florencia
",",PUNCT,no,PUNCT,O,","
es,Spn,no,AUX,O,ser
distinto,Spn,no,ADJ,O,distinto
:,PUNCT,no,PUNCT,O,:
cuando,Spn,no,SCONJ,O,cuando
viene,Spn,no,VERB,O,venir
",",PUNCT,no,PUNCT,O,","
siempre,Spn,no,ADV,O,siempre
se,Spn,no,PRON,O,se
la,Spn,no,PRON,O,lo
ve,Spn,no,VERB,O,ver
con,Spn,no,ADP,O,con
sus,Spn,no,DET,O,su
amigas,Spn,no,NOUN,O,amigo
y,Spn,no,CONJ,O,y
va,Spn,no,VERB,O,ir
al,Spn,no,ADP,O,al
único,Spn,no,ADJ,B,único
pub,Eng-UnadaptedAng,yes,NOUN,I,pub
de,Spn,no,ADP,I,de
Gallegos,Spn,no,PROPN,I,Gallegos
con,Spn,no,ADP,O,con
ellas,Spn,no,PRON,O,ellos
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
año,Spn,no,NOUN,I,año
pasado,Spn,no,ADJ,I,pasar
se,Spn,no,PRON,I,se
armó,Spn,no,VERB,I,armar
lío,Spn,no,NOUN,I,liar
con,Spn,no,ADP,I,con
Florencia,Spn,no,PROPN,B,Florencia
porque,Spn,no,SCONJ,O,porque
no,Spn,no,ADV,O,no
quería,Spn,no,VERB,O,querer
pagar,Spn,no,VERB,O,pagar
la,Spn,no,DET,O,lo
entrada,Spn,no,NOUN,O,entrar
de,Spn,no,ADP,O,de
sus,Spn,no,DET,O,su
amigas,Spn,no,NOUN,O,amigo
al,Spn,no,ADP,O,al
pub,Eng-UnadaptedAng,yes,NOUN,O,pub
y,Spn,no,CONJ,O,y
empezó,Spn,no,VERB,O,empezar
a,Spn,no,ADP,O,a
los,Spn,no,DET,O,lo
gritos,Spn,no,NOUN,O,grito
.,PUNCT,no,PUNCT,O,.
Eran,Spn,no,AUX,B,Eran
veinte,Spn,no,NUM,I,veinte
pesos,Spn,no,NOUN,I,peso
”,PUNCT,no,PUNCT,O,”
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
hermetismo,Spn,no,NOUN,I,hermetismo
alimenta,Spn,no,VERB,I,alimentar
el,Spn,no,DET,I,el
mito,Spn,no,NOUN,I,mito
:,PUNCT,no,PUNCT,I,:
en,Spn,no,ADP,I,en
Gallegos,Spn,no,PROPN,I,Gallegos
florecen,Spn,no,VERB,O,florecer
los,Spn,no,DET,O,lo
rumores,Spn,no,NOUN,O,rumorar
sobre,Spn,no,ADP,O,sobrar
Máximo,Spn,no,PROPN,B,Máximo
",",PUNCT,no,PUNCT,O,","
las,Spn,no,DET,O,los
drogas,Spn,no,NOUN,O,drogar
y,Spn,no,CONJ,O,y
el,Spn,no,DET,O,el
alcohol,Spn,no,NOUN,O,alcohol
pero,Spn,no,CONJ,O,pero
",",PUNCT,no,PUNCT,O,","
aunque,Spn,no,SCONJ,O,aunque
algunas,Spn,no,DET,O,alguno
fuentes,Spn,no,NOUN,O,fuente
lo,Spn,no,PRON,O,el
afirman,Spn,no,VERB,O,afirmar
off,Spn,no,DET,O,off
the,Spn,no,PROPN,O,the
record,Spn,no,VERB,O,record
",",PUNCT,no,PUNCT,O,","
ninguno,Spn,no,PRON,O,ninguno
ha,Spn,no,AUX,O,haber
podido,Spn,no,AUX,O,poder
ser,Spn,no,AUX,O,ser
probado,Spn,no,VERB,O,probar
.,PUNCT,no,PUNCT,O,.
Tampoco,Spn,no,ADV,B,Tampoco
ninguna,Spn,no,PRON,O,ninguno
de,Spn,no,ADP,O,de
las,Spn,no,DET,O,los
mil,Spn,no,NUM,O,mil
historias,Spn,no,NOUN,O,historia
sobre,Spn,no,ADP,O,sobrar
su,Spn,no,DET,O,su
operación,Spn,no,NOUN,O,operación
en,Spn,no,ADP,O,en
la,Spn,no,DET,O,lo
rodilla,Spn,no,NOUN,O,rodilla
.,PUNCT,no,PUNCT,O,.
De,Spn,no,ADP,B,De
aquella,Spn,no,DET,I,aquel
noche,Spn,no,NOUN,I,noche
confusa,Spn,no,ADJ,I,confuso
sólo,Spn,no,ADV,I,sólo
pudo,Spn,no,VERB,O,poder
confirmarse,Spn,no,NOUN,O,confirmarse
que,Spn,no,PRON,O,que
fueron,Spn,no,AUX,O,ser
ochenta,Spn,no,VERB,O,ochenta
mil,Spn,no,NUM,O,mil
dólares,Spn,no,NOUN,O,dólar
los,Spn,no,DET,O,lo
que,Spn,no,PRON,O,que
pagó,Spn,no,VERB,O,pagar
el,Spn,no,DET,O,el
Estado,Spn,no,PROPN,B,Estado
para,Spn,no,ADP,O,parir
trasladar,Spn,no,VERB,O,trasladar
al,Spn,no,ADP,O,al
hijo,Spn,no,NOUN,O,hijo
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
Presidenta,Spn,no,PROPN,B,Presidenta
a,Spn,no,ADP,O,a
un,Spn,no,DET,O,uno
hospital,Spn,no,NOUN,O,hospital
privado,Spn,no,ADJ,O,privar
en,Spn,no,ADP,O,en
Buenos,Spn,no,PROPN,B,Buenos
Aires,Spn,no,PROPN,I,Aires
.,PUNCT,no,PUNCT,O,.
A,Spn,no,ADP,B,A
Cristina,Spn,no,PROPN,I,Cristina
",",PUNCT,no,PUNCT,O,","
en,Spn,no,ADP,O,en
sus,Spn,no,DET,O,su
discursos,Spn,no,NOUN,O,discurso
",",PUNCT,no,PUNCT,O,","
le,Spn,no,PRON,O,le
encanta,Spn,no,VERB,O,encantar
hablar,Spn,no,VERB,O,hablar
del,Spn,no,ADP,O,del
Osito,Spn,no,PROPN,B,Osito
:,PUNCT,no,PUNCT,I,:
“,PUNCT,no,PUNCT,I,“
Quiero,Spn,no,VERB,I,Quiero
contarles,Spn,no,NOUN,I,contarles
una,Spn,no,DET,O,uno
historia,Spn,no,NOUN,O,historia
–,PUNCT,no,ADJ,O,–
confesó,Spn,no,VERB,O,confesar
la,Spn,no,DET,O,lo
Presidenta,Spn,no,PROPN,B,Presidenta
durante,Spn,no,ADP,O,durante
la,Spn,no,DET,O,lo
recepción,Spn,no,NOUN,O,recepción
de,Spn,no,ADP,O,de
los,Spn,no,DET,O,lo
atletas,Spn,no,NOUN,O,atleta
olímpicos,Spn,no,ADJ,O,olímpico
de,Spn,no,ADP,O,de
Londres,Spn,no,PROPN,B,Londres
2012,NUM,no,NUM,O,2012
–,PUNCT,no,PROPN,B,–
",",PUNCT,no,PUNCT,O,","
me,Spn,no,PRON,O,me
va,Spn,no,AUX,O,ir
a,Spn,no,ADP,O,a
matar,Spn,no,VERB,O,matar
Máximo,Spn,no,PROPN,B,Máximo
",",PUNCT,no,PUNCT,O,","
pero,Spn,no,CONJ,O,pero
no,Spn,no,ADV,O,no
importa,Spn,no,VERB,O,importar
.,PUNCT,no,PUNCT,O,.
Máximo,Spn,no,PROPN,B,Máximo
iba,Spn,no,VERB,O,ir
al,Spn,no,ADP,O,al
colegio,Spn,no,NOUN,O,colegiar
",",PUNCT,no,PUNCT,O,","
año,Spn,no,NOUN,O,año
83,NUM,no,NUM,O,83
",",PUNCT,no,PUNCT,O,","
y,Spn,no,CONJ,O,y
saca,Spn,no,VERB,O,sacar
insuficiente,Spn,no,ADJ,O,insuficiente
en,Spn,no,ADP,O,en
Educación,Spn,no,PROPN,B,Educación
Física,Spn,no,PROPN,I,Física
.,PUNCT,no,PUNCT,O,.
Estaba,Spn,no,AUX,B,Estaba
en,Spn,no,ADP,I,en
primer,Spn,no,ADJ,I,﻿1
o,Spn,no,CONJ,O,o
segundo,Spn,no,ADJ,O,segundar
grado,Spn,no,NOUN,O,gradar
.,PUNCT,no,PUNCT,O,.
Entonces,Spn,no,ADV,B,Entonces
me,Spn,no,PRON,I,me
fui,Spn,no,VERB,I,ser
al,Spn,no,ADP,O,al
colegio,Spn,no,NOUN,O,colegiar
a,Spn,no,ADP,O,a
ver,Spn,no,VERB,O,ver
al,Spn,no,ADP,O,al
profesor,Spn,no,NOUN,O,profesor
.,PUNCT,no,PUNCT,O,.
Aclaro,Spn,no,ADJ,B,Aclaro
que,Spn,no,SCONJ,O,que
yo,Spn,no,PRON,O,yo
no,Spn,no,ADV,O,no
era,Spn,no,AUX,O,ser
entonces,Spn,no,ADV,O,entonces
autoridad,Spn,no,NOUN,O,autoridad
de,Spn,no,ADP,O,de
nada,Spn,no,PRON,O,nadar
",",PUNCT,no,PUNCT,O,","
era,Spn,no,AUX,O,ser
una,Spn,no,DET,O,uno
simple,Spn,no,ADJ,O,simple
abogada,Spn,no,NOUN,O,abogar
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
profesor,Spn,no,NOUN,I,profesor
",",PUNCT,no,PUNCT,O,","
que,Spn,no,PRON,O,que
era,Spn,no,AUX,O,ser
un,Spn,no,DET,O,uno
señor,Spn,no,NOUN,O,señor
militar,Spn,no,ADJ,O,militar
",",PUNCT,no,PUNCT,O,","
me,Spn,no,PRON,O,me
dijo,Spn,no,VERB,O,decir
que,Spn,no,SCONJ,O,que
le,Spn,no,PRON,O,le
había,Spn,no,AUX,O,haber
puesto,Spn,no,VERB,O,poner
insuficiente,Spn,no,ADJ,O,insuficiente
porque,Spn,no,SCONJ,O,porque
no,Spn,no,ADV,O,no
sabía,Spn,no,VERB,O,saber
hacer,Spn,no,VERB,O,hacer
la,Spn,no,DET,O,lo
vertical,Spn,no,ADJ,O,vertical
.,PUNCT,no,PUNCT,O,.
Entonces,Spn,no,ADV,B,Entonces
yo,Spn,no,PRON,I,yo
lo,Spn,no,DET,I,el
mire,Spn,no,VERB,I,mirar
y,Spn,no,CONJ,O,y
le,Spn,no,PRON,O,le
dije,Spn,no,VERB,O,decir
:,PUNCT,no,PUNCT,O,:
“,PUNCT,no,PUNCT,O,“
Mire,Spn,no,PROPN,O,Mire
",",PUNCT,no,PUNCT,O,","
yo,Spn,no,PRON,O,yo
soy,Spn,no,AUX,O,ser
abogada,Spn,no,VERB,O,abogar
",",PUNCT,no,PUNCT,O,","
mi,Spn,no,DET,O,mi
marido,Spn,no,NOUN,O,maridar
también,Spn,no,ADV,O,también
es,Spn,no,AUX,O,ser
abogado,Spn,no,NOUN,O,abogar
",",PUNCT,no,PUNCT,O,","
somos,Spn,no,AUX,O,ser
uno,Spn,no,PRON,O,unir
de,Spn,no,ADP,O,de
los,Spn,no,DET,O,lo
estudios,Spn,no,NOUN,O,estudio
más,Spn,no,ADV,O,más
importantes,Spn,no,ADJ,O,importante
de,Spn,no,ADP,O,de
Santa,Spn,no,PROPN,B,Santa
Cruz,Spn,no,PROPN,I,Cruz
y,Spn,no,CONJ,O,y
ninguno,Spn,no,PRON,O,ninguno
de,Spn,no,ADP,O,de
los,Spn,no,DET,O,lo
dos,Spn,no,NUM,O,do
sabe,Spn,no,VERB,O,saber
hacer,Spn,no,VERB,O,hacer
la,Spn,no,DET,O,lo
vertical,Spn,no,ADJ,O,vertical
.,PUNCT,no,PUNCT,O,.
Nunca,Spn,no,ADV,B,Nunca
aprendimos,Spn,no,VERB,O,aprender
a,Spn,no,ADP,O,a
hacer,Spn,no,VERB,O,hacer
la,Spn,no,DET,O,lo
vertical,Spn,no,ADJ,O,vertical
porque,Spn,no,SCONJ,O,porque
",",PUNCT,no,PUNCT,O,","
en,Spn,no,ADP,O,en
realidad,Spn,no,NOUN,O,realidad
",",PUNCT,no,PUNCT,O,","
nunca,Spn,no,ADV,O,nunca
andábamos,Spn,no,AUX,O,andar
dando,Spn,no,VERB,O,dar
vueltas,Spn,no,NOUN,O,vuelta
carnero,Spn,no,ADJ,O,carnero
",",PUNCT,no,PUNCT,O,","
sino,Spn,no,CONJ,O,sino
que,Spn,no,SCONJ,O,que
en,Spn,no,ADP,O,en
una,Spn,no,PRON,O,uno
de,Spn,no,ADP,O,de
esas,Spn,no,PRON,O,ese
lo,Spn,no,DET,O,el
nuestro,Spn,no,DET,O,nuestro
era,Spn,no,AUX,O,ser
la,Spn,no,DET,O,lo
lectura,Spn,no,NOUN,O,lectura
…,PUNCT,no,PUNCT,B,…
Ahora,Spn,no,ADV,I,Ahora
",",PUNCT,no,PUNCT,O,","
si,Spn,no,SCONJ,O,si
usted,Spn,no,PRON,O,tú
le,Spn,no,PRON,O,le
preguntaba,Spn,no,VERB,O,preguntar
al,Spn,no,ADP,O,al
chico,Spn,no,NOUN,O,chico
quién,Spn,no,PRON,O,quién
era,Spn,no,AUX,O,ser
el,Spn,no,DET,O,el
presidente,Spn,no,NOUN,O,presidente
en,Spn,no,ADP,O,en
ese,Spn,no,DET,O,ese
momento,Spn,no,NOUN,O,momento
",",PUNCT,no,PUNCT,O,","
seguro,Spn,no,ADV,O,seguro
que,Spn,no,SCONJ,O,que
sabía,Spn,no,VERB,O,saber
”,PUNCT,no,PUNCT,O,”
.,PUNCT,no,PUNCT,O,.
La,Spn,no,DET,B,La
actitud,Spn,no,NOUN,I,actitud
de,Spn,no,ADP,I,de
mamá,Spn,no,NOUN,I,mamá
hacia,Spn,no,ADP,O,hacia
el,Spn,no,DET,O,el
Osito,Spn,no,PROPN,B,Osito
es,Spn,no,AUX,O,ser
ambigua,Spn,no,ADJ,O,ambiguo
:,PUNCT,no,PUNCT,O,:
contó,Spn,no,VERB,O,contar
hace,Spn,no,AUX,O,hacer
algunos,Spn,no,DET,O,alguno
meses,Spn,no,NOUN,O,mesar
cómo,Spn,no,PRON,O,cómo
le,Spn,no,PRON,O,le
cambiaba,Spn,no,VERB,O,cambiar
los,Spn,no,DET,O,lo
pañales,Spn,no,ADJ,O,pañal
y,Spn,no,CONJ,O,y
estimula,Spn,no,NOUN,O,estimular
",",PUNCT,no,PUNCT,O,","
a,Spn,no,ADP,O,a
la,Spn,no,DET,O,lo
vez,Spn,no,NOUN,O,vez
",",PUNCT,no,PUNCT,O,","
el,Spn,no,DET,O,el
mito,Spn,no,NOUN,O,mito
de,Spn,no,ADP,O,de
prepararlo,Spn,no,NOUN,O,prepararlo
para,Spn,no,ADP,O,parir
entrar,Spn,no,VERB,O,entrar
por,Spn,no,ADP,O,por
la,Spn,no,DET,O,lo
puerta,Spn,no,NOUN,O,puerta
grande,Spn,no,ADJ,O,grande
a,Spn,no,ADP,O,a
la,Spn,no,DET,O,lo
política,Spn,no,NOUN,O,político
.,PUNCT,no,PUNCT,O,.
Algunos,Spn,no,DET,O,Algunos
empresarios,Spn,no,NOUN,O,empresario
que,Spn,no,PRON,O,que
pidieron,Spn,no,VERB,O,pedir
reserva,Spn,no,NOUN,O,reservar
de,Spn,no,ADP,O,de
su,Spn,no,DET,O,su
nombre,Spn,no,NOUN,O,nombrar
juran,Spn,no,ADJ,O,jurar
haber,Spn,no,AUX,O,haber
recibido,Spn,no,AUX,O,recibir
llamadas,Spn,no,NOUN,O,llamar
de,Spn,no,ADP,O,de
Máximo,Spn,no,PROPN,B,Máximo
o,Spn,no,CONJ,O,o
de,Spn,no,ADP,O,de
gente,Spn,no,NOUN,O,gente
hablando,Spn,no,VERB,O,hablar
en,Spn,no,ADP,O,en
su,Spn,no,DET,O,su
nombre,Spn,no,NOUN,O,nombrar
",",PUNCT,no,PUNCT,O,","
y,Spn,no,CONJ,O,y
fuentes,Spn,no,NOUN,O,fuente
de,Spn,no,ADP,O,de
su,Spn,no,DET,O,su
entorno,Spn,no,NOUN,O,entornar
afirman,Spn,no,VERB,O,afirmar
la,Spn,no,DET,O,lo
preocupación,Spn,no,NOUN,O,preocupación
de,Spn,no,ADP,O,de
sus,Spn,no,DET,O,su
padres,Spn,no,NOUN,O,padre
por,Spn,no,ADP,O,por
pagarle,Spn,no,NOUN,O,pagarle
cursos,Spn,no,ADJ,O,curso
de,Spn,no,ADP,O,de
oratoria,Spn,no,ADJ,O,oratorio
y,Spn,no,CONJ,O,y
formación,Spn,no,NOUN,O,formación
política,Spn,no,ADJ,O,político
.,PUNCT,no,PUNCT,O,.
Hace,Spn,no,AUX,O,Hace
un,Spn,no,DET,O,uno
par,Spn,no,NOUN,O,par
de,Spn,no,ADP,O,de
años,Spn,no,NOUN,O,año
contrataron,Spn,no,VERB,O,contratar
uno,Spn,no,PRON,O,unir
de,Spn,no,ADP,O,de
esos,Spn,no,DET,O,ese
cursos,Spn,no,NOUN,O,curso
con,Spn,no,ADP,O,con
asesores,Spn,no,NOUN,O,asesorar
de,Spn,no,ADP,O,de
Rodríguez,Spn,no,PROPN,B,Rodríguez
Zapatero,Spn,no,PROPN,I,Zapatero
en,Spn,no,ADP,O,en
España,Spn,no,PROPN,B,España
y,Spn,no,CONJ,O,y
Máximo,Spn,no,PROPN,B,Máximo
se,Spn,no,PRON,O,se
resistió,Spn,no,VERB,O,resistir
a,Spn,no,ADP,O,a
viajar,Spn,no,VERB,O,viajar
.,PUNCT,no,PUNCT,O,.
Terminó,Spn,no,VERB,B,Terminó
haciéndolo,Spn,no,ADV,O,haciéndolo
un,Spn,no,DET,O,uno
amigo,Spn,no,NOUN,O,amigar
que,Spn,no,PRON,O,que
se,Spn,no,PRON,O,se
benefició,Spn,no,VERB,O,beneficiar
de,Spn,no,ADP,O,de
los,Spn,no,DET,O,lo
gastos,Spn,no,NOUN,O,gasto
pagos,Spn,no,ADJ,O,pago
.,PUNCT,no,PUNCT,O,.
Varios,Spn,no,DET,O,Varios
blogueros,Eng-AdaptedAng,yes,NOUN,O,blogueros
K,X,no,NOUN,O,K
aseguran,Spn,no,VERB,O,asegurar
que,Spn,no,SCONJ,O,que
Máximo,Spn,no,PROPN,B,Máximo
sigue,Spn,no,VERB,O,seguir
minuto,Spn,no,ADJ,O,minutar
a,Spn,no,ADP,O,a
minuto,Spn,no,NOUN,O,minutar
las,Spn,no,DET,O,los
discusiones,Spn,no,NOUN,O,discusión
en,Spn,no,ADP,O,en
la,Spn,no,DET,O,lo
red,Spn,no,NOUN,O,red
",",PUNCT,no,PUNCT,O,","
aunque,Spn,no,SCONJ,O,aunque
ninguno,Spn,no,PRON,O,ninguno
de,Spn,no,ADP,O,de
las,Spn,no,DET,O,los
cuatro,Spn,no,NUM,O,cuatro
cuentas,Spn,no,NOUN,O,cuenta
de,Spn,no,ADP,O,de
Twitter,Eng-NE,no,PROPN,B,Twitter
que,Spn,no,PRON,O,que
llevan,Spn,no,VERB,O,llevar
su,Spn,no,DET,O,su
nombre,Spn,no,NOUN,O,nombrar
es,Spn,no,AUX,O,ser
oficial,Spn,no,ADJ,O,oficial
",",PUNCT,no,PUNCT,O,","
y,Spn,no,CONJ,O,y
hay,Spn,no,AUX,O,haber
quienes,Spn,no,PRON,O,quien
afirman,Spn,no,VERB,O,afirmar
que,Spn,no,SCONJ,O,que
han,Spn,no,AUX,O,haber
recibido,Spn,no,VERB,O,recibir
tuits,Eng-AdaptedAng,yes,ADJ,O,tuits
de,Spn,no,ADP,O,de
Máximo,Spn,no,PROPN,B,Máximo
con,Spn,no,ADP,O,con
felicitaciones,Spn,no,NOUN,O,felicitación
luego,Spn,no,ADV,O,luego
de,Spn,no,ADP,O,de
retrucar,Spn,no,VERB,O,retrucar
a,Spn,no,ADP,O,a
algún,Spn,no,DET,O,alguno
opositor,Spn,no,NOUN,O,opositor
.,PUNCT,no,PUNCT,O,.
Tiene,Spn,no,VERB,O,Tiene
línea,Spn,no,NOUN,O,líneo
directa,Spn,no,ADJ,O,directo
con,Spn,no,ADP,O,con
Carlos,Spn,no,PROPN,B,Carlos
Figueroa,Spn,no,PROPN,I,Figueroa
",",PUNCT,no,PUNCT,O,","
el,Spn,no,DET,O,el
notero,Spn,no,NOUN,O,notero
de,Spn,no,ADP,O,de
Duro,Spn,no,PROPN,B,Duro
de,Spn,no,ADP,O,de
domar,Spn,no,AUX,O,domar
que,Spn,no,SCONJ,O,que
aterrizó,Spn,no,VERB,O,aterrizar
como,Spn,no,SCONJ,O,comer
gerente,Spn,no,NOUN,O,gerente
de,Spn,no,ADP,O,de
noticias,Spn,no,NOUN,O,noticiar
en,Spn,no,ADP,O,en
Canal,Spn,no,PROPN,B,Canal
7,NUM,no,NUM,I,7
",",PUNCT,no,PUNCT,O,","
y,Spn,no,CONJ,O,y
con,Spn,no,ADP,O,con
el,Spn,no,DET,O,el
ex,Spn,no,ADJ,O,ex
bloggero,Eng-AdaptedAng,yes,NOUN,O,bloggero
y,Spn,no,CONJ,O,y
actual,Spn,no,ADJ,O,actual
presidente,Spn,no,NOUN,B,presidente
de,Spn,no,ADP,I,de
Télam,Spn,no,PROPN,I,Télam
",",PUNCT,no,PUNCT,O,","
Santiago,Spn,no,PROPN,B,Santiago
“,PUNCT,no,PROPN,I,“
Patucho,Spn,no,PROPN,I,Patucho
”,PUNCT,no,PUNCT,O,”
Alvarez,PUNCT,no,PROPN,B,Alvarez
.,PUNCT,no,PUNCT,O,.
Fue,Spn,no,AUX,B,Fue
Máximo,Spn,no,ADJ,I,Máximo
quien,Spn,no,PRON,O,quien
promovió,Spn,no,VERB,O,promover
el,Spn,no,DET,O,el
encuentro,Spn,no,NOUN,O,encontrar
de,Spn,no,ADP,O,de
Kirchner,Spn,no,PROPN,B,Kirchner
con,Spn,no,ADP,O,con
Miguel,Spn,no,PROPN,B,Miguel
Bonasso,Spn,no,PROPN,I,Bonasso
luego,Spn,no,ADV,O,luego
de,Spn,no,ADP,O,de
leer,Spn,no,VERB,O,leer
“,PUNCT,no,PUNCT,O,“
Recuerdo,Spn,no,PROPN,O,Recuerdo
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
muerte,Spn,no,NOUN,O,muerte
”,PUNCT,no,PUNCT,O,”
",",PUNCT,no,PUNCT,O,","
y,Spn,no,CONJ,O,y
hay,Spn,no,AUX,O,haber
quienes,Spn,no,PRON,O,quien
aseguran,Spn,no,VERB,O,asegurar
que,Spn,no,SCONJ,O,que
Máximo,Spn,no,PROPN,B,Máximo
lleva,Spn,no,VERB,O,llevar
